Tweet,HS,Abusive
lesbian tu teman lesbi,0,0
maletrip pantai pahawang lampung jumatminggu april khusus cowok kuota batas rporang mepo labuh merak informasi lengkap langsung whatsapp gayvid lokalhangat,0,0
memek cewek bedanmemek beda jugabulu begitugak gimanayg cuman pacaxexxa,0,1
gelar profesor doktor tolol tolol kutip quran sayang,1,1
langsung bilang bicara doang teriak fak kecut,1,1
agama percaya peluk agama a masuk surga islam kristen hindu buddha ajar kasih agama tuhan hidup lurus masuk surg,0,0
dukung rezim rampas tanah masuk destrukrif eh,0,0
bangun mangkrak sampek beahun kebut selesai cepat jokowi jalan tol skrg pilih presiden cari salah hati,0,0
teko o reknnmksdnya arek perek,0,1
bangkai ah awas mitnah ye buang air,1,1
tri sontoloyo profesor sontoloyo fans sontoloyo ayo sontoloyer,1,1
lengser jokowi,1,0
gilir diperingatin layan jogernya mundur bikin baris banget tolol,1,1
teman paham kondisi uang banding ahli ekonomi kasih saran obyektif lpssahabatnasabah yuknabung,0,0
ciee kafir masuk surga islam silah cari surga xfxfxx,1,0
duduk jamban,0,0
lbh suka spiritual dr agama mas cinta hindu islam katolik budha,0,0
buruk perilaku djan faridz kenal ketemu pilpres sutiyoso dukung kakak bin berbicara sembarangan dlm tolong ganti avatar mu kasi almarhum lopa pakai wajah tuk,1,0
bangga anak pki gebukpki wakwaww,1,0
gubernur direcokin demo demo bodoh pakai surbanlah gubernur ajacuma ongkang kantor kakak,1,1
kafir darah halal bani koplak kayak situ,1,1
langka homo sapiens lalang sosmed belah,0,0
ngentod,0,1
jan balas kampang,1,1
nama kacung aseng,1,1
titik tai lalat tubuh,0,0
dukung dukung nista agama ahok pei paai golkar nasdem hanura ppp pkb pdip,1,1
diamanin polisi updateannya isi kabel alumunium gatau beneran bom rem huhu thank youu xfxfxxa,0,0
pandang kena wanita rambut lurus tarik rambut keriting masuk realitas sejati bentuk konstruksi sosial pengaruh budaya agama alami,0,0
peluk agama katolik islam kristen protestan hindu saudara ikat darah silsilah keluarga,0,0
layak percaya urus negara perintah temu dokumen negara,1,0
politikus busuk luh bodoh npak suruh diam mulut jongos bicara elektabilitas nyungsep simpati,1,1
teman main cinta masuk hati cinta pei cinta monyet,0,0
yer maw ah kucing eek kubur,0,0
milea senang mikirin ndilan senang bingung bingung mahu berhentinyanmilea mahu henti mikirixexxa,0,0
racist nak allah deh agama pening kepala oo tuantuan ati benda first,0,0
lae ah sebentar gantipresiden,1,0
kuliner arab akulturasi budaya arabindonesia ratus,0,0
jihad melulu perang terorisme bom bunuh jihad jihad lawan hawa nafsu,0,0
rama bngt ngetweet balas kampang,1,1
anjing kerja sedih inget kuliah,0,1
bau monyet g,0,1
ekonomi roket miskin sembilan bahan pokok,0,0
idiot yanapakah azab allah,0,1
henti kpk bubar dpr rakus rakyat,1,0
jatim anti isu bohong pemilihan kepala daerah damai deklarasi anti isu bohong guru smak st yusup,0,0
baca surat yasin x baca alfatihah among kutuk bismillah,0,0
wakakak muka ganteng taplak meja xfxfxaxa,0,0
biar cepat mati cucu sontoloyo,1,1
heran mah hijrah pakai jilbab dinyinyirin cocok aura cantik mon maap pakai jilbab kontes cantik pakai bicara aura hhhh cebong ngei,1,1
john mayer suka sarapsarap ngegemesin xfxfxxxfxfxxd,0,1
berai nyindir bangsad,1,1
nama rizieq shihab status sangka konten pornografi duga dukung aniessandi,1,0
dekalarasi pemilihan kepala daerah aman anti isu bohong perangkat desa balongtani jabon,0,0
foto asma dewi polisi transfer jt grup saracen main busuk anies sandi kapolri,1,0
org bacut kerja agama sing koyok ngene bu neno muncul bain tipu kuduuu ikhlass sabarrr pasrahhh sing tipu muslim bego pelihara cpd,1,1
ajar negara tetangga vietnam bukti korupsi hukum mati mikir tu tikus rakus indonesia sby berani tumpas,1,0
yeee cita gadun kak ben sompret xfxfxxnnya minimal bawa alat vl rank gitu,1,1
raisa adik freepo jatuh ketang asing jahh,1,0
ahok pilih pimpin dasar agama langgar konstitusi babi bungkus congornyapecah belah umat agama,1,1
ratus masyarakat adat baduy serah hasil panen seba serah bapa gede bupati lebak gubernur banten sebabaduy,0,0
even deh menjenguk pon senyum youre so cute xfxfxxd,0,0
smua urus paainya penjara dpr mbak ganti sya p,0,0
pinter otak onta guexfxfxx,1,1
hahahahacinta buta sayxfxfxxabxfxfxxa,0,0
intine buka kolom komentar isine manusia bloon seng isok ngempet atine,1,1
family islamic tu family kapir laknat bodoh dh laaa hidup tipu kesi deh didik adab adab agung perangai xguna tipu bohong matilanak,1,1
ciriciri kaum bahlul sumbu pendek alias jahiliah bodoh alias guoblog bin bloon sister extrimis anarkis model pei,1,1
ih asli tmn mah sdh asing xfxfxxa,0,0
syukur banget debut bareng npc debut bareng anak yuehua china nex terima kasih zhengting justin suka idol producer bucinnya koh,0,0
ngatur instastory rangorang bawel cebong xfxfxxxfxfxxxfxfxx,1,1
rezim sekjen komunis vietnam gelar karpet merah istana,1,0
eh banci teriak kofar kafir suka coli muncrat teriak melulu berisik banci dasar mulut banci yahhhh,1,1
salah kaum cebong situ kaum cebong,1,1
bikin hoaxgak bani sialan,1,1
takut bicara kena calon presiden ri putar menang pilih presiden kena milik program bangun pilpres,0,0
autis normal bot,0,0
jokowi kenal kawasan kolam kodok,1,1
ceramah ustad tae onta,1,1
yeyy dpat cogan azar xfxfxxxfxfxx brondonglokal kontollokal kontol kontolbrondong prank,0,1
tai wkwkw nyesel,0,1
asing g,0,0
terimakasih ustadz suara radikal radikal pikir rejim mesjid radikalkampus radikaldosen radikalpadahal pijak adab hancur indonesia,0,0
mark milih sireenamatanya picek belah,1,1
sebentar yaa kuingetxcxb sipit yas rambut cepak gundul wajah oval inget wajah blur ingetanku,0,0
demo teroris botak myanmar arah turun jokowi,1,0
cacat,1,1
kirim foto kontol nich sange chatsex,0,1
udh kirimn kontol fto memek mna,0,1
perintah jokowi diktaktor otoriter bukti pakai tangan kpk mengkriminilisisi lawanlawan politik,1,0
pemilihan kepala daerah dki jawa,0,0
ayatayat dingajikanrampasan halal rang bunuh penggal kafir cocok penis rusak bangsa,1,1
takut gendut ya co lirik cowo pasang bom ngegodain cwe beda ais ais psanganya ais pasang beda gaya,0,0
cebong cari simpatisandan popularitas,1,1
pemilihan kepala daerah indonesia kamoanyeberadap tanpacacimakidanfitnah viralkan viral,0,0
baca muhammad catut nama tuhan setan fahri,1,1
nyata pikir saring sari wangi kakak perempuan kantong bundar kaya ampas kakak perempuan nyisain gatel tenggorok gabisa bikin adem tenggorok,1,1
gb raib curi providernya sialan,1,1
percaya setan terkutuknkarena jahat tugas kaminmemang selalunmenyalahkan salah,0,0
mas tra lihat bule papuanncuma prosedur yabg patuh taat haei sa lihat asing j,0,0
galau habis diputusin pacar donk diputusin hebat rahasia pacar diputusin asu,0,1
antek antek umak biar gituh kikituan kakak perempuan,0,0
bibir bilang negara jual asingnnsegera ambil wudhu dik gila,0,0
muhammad fahmi friend list antum bodoh amp fanatik butantydack barokah akh ana nemu kayak gitu auto removed xfxfxx,1,1
skip bikin mata sipit,0,0
jam gin banci mangkal taukk,0,1
edan gin main npengaruh lord atep main lendot gin xfxfxx,0,1
indonesia skrang terjemah cina,1,0
mencari tuyul unn unnie,0,0
potong onta puluh tydack,0,0
edan markli ku senyum ngeliatin hp,0,1
tetangga kiri rumah tinggal malam bakti teras rumah dipake pasang tenda pasang tenda haji mushola xexxcribetxexxd tetangga belah kanan eh kristen xfxfxxxfxfxxxf,0,0
golong muda zaman rejim mahathir,0,0
modal cocot doang mas,0,1
prabowo paksa dukung ultrasnya dikirain opsi presiden prabowo doang kali,1,0
rlt saran tugas dr dosen toleransi agama pemilihan kepala daerah kitab suci bantuin teman-teman,0,0
emot kunyuk,0,1
dikatain anjing,1,1
saksi bisu abu,0,0
baca sarap kali,0,1
typingnya ganteng banci jago dikit,0,1
kakya slow udik kelak tunggu hau hahahahaa,0,1
ltpacar lesbi porno teen porn xxx,0,1
bangun kabinet tingkat daya beli lengser,1,0
keren wakil gubernur profesional difabel colek,0,0
baca deh qs al maidah al quran kitab suci trakhir dr smua kitab suci allah trunknyg mna al quran mnjdi kiblat kitab suci sblumnyajdi scara logika rg sdh nista agama islam,1,0
alhamdulillahsemenjak jokowi presidensudah jalan tol dibanguncontohnya jalan tol trans kalimantan jalan tol sulawesi tengahjln tol daerah pintu gerbang sengaja hasil karya jokowi,0,0
antem multifandom benci fans membanggabanggakan idolnya tertawa benci carat notabene pamer eh loh seventeen blablabla eek kucinknnso emang mute,1,1
ketua pan nyata maju calon presiden republik indonesia pilpres,0,0
knapa islam nusantara kristen katolik nusantara kristen protestan nusantara hindu nusantara budha nusantara agama indonesia nusantara nkri banget loh,0,0
i confused gila instructor tibe bbual in chinese to me step mne phm uh cing banci ling long ding,0,1
protestan dr amerika katolik dr roma pei,0,0
suka agama politik salah suka makan babi minum minum keras pilih pimpin nasrani yahudi pimpin sp bukti zina tinggal zina bukti,0,0
miris cowo beiga anj anj anj anj anj cowo loh sanggup mulut ngerumpi gbisa diam kaya mulut bebek film habis anjiiirr kesal ubun ubun deh tahan dlm hati enak emosi apalag,1,1
amit amit doer burik kriput diposting anjing ngliatnya jijik,1,1
,0,0
cacad banget ngeditnya lohxfxfxxad makaih yaaa huhuuxfxfxxadxfxfxxadxfxfxxxfxfxxxfxfxxaxfxfxxa,0,1
tiada rotan akar tiada ganti presiden ganti capres,0,0
bom djia,0,0
bwahahahhahhaantek asinglo pikir kaya pisah dr indonesiajd antek keruk bumi iyalo mah palibg anggap jongosndasar mental jilat,1,1
status dukung gera mati lilin ahok gubernur akun facebook dihack,1,0
antek orba muncul muka pedih gk korupsi jemaah jaman suhao sby,1,0
alis angkat samar asing bahasa nn okay balas ganti bahasa inggris rupa bahasa universal,0,0
chinese pasrah becek suka teriak doyan ngewe squi,1,1
regim diet ala ala komunis,0,0
percaya islam presiden fiksi,1,0
banteng ngeri bungsarangnya komunis,1,0
sembilan bahan pokok seifikat ambil alih joko kasih kerja lempar gubernur,0,0
kena bicara,0,1
usir cina nkri wni turun cina diskrening,1,0
banyakin syukur syukur kasih cacat terlalunaku insecure hasil minder lihat cantik kesel xfxfxxxfxfxxxfxfxx,0,0
tua berjiwanmiskin miskin kalimat luka asa alimnmenarilah puisi bisik iblis laktatullah sdh lekat jiwamunjika jiwa tk fungsi hati sentuh terima azab allahswt,0,1
kristen nusantara wohh kristen provinsi hkbp gbkp gkps contoh sumut gkj gkp jawa tertawa pakai doa bahasa unsur budaya masuk tertawa,0,0
cnnindonesia presiden jokowi coret proyek daftar putus realistis kejar bangun proyek strategis nasional proyek hilang,0,0
berita lokal tinggal margonda sekitarnyannditemukan tas curiga barel duga isi bom jalan ditutupnnkomentar teman ngebom barel isi anak kosan makan mie instan semuannfyi doi kesel soa,0,0
yeuh mentalita sunda sibg club g dukung kunyuk kabehxfxfxxxfxfxxxfxfxx,1,1
myanmar kafir budha teroris,1,1
vin mata budek gabisa baca,0,0
ganyang pki,1,0
media milik cina usir biang pecah,1,0
katolik alas orangtua,0,0
video mujahidin serang pasu teroris budha myanmar,1,0
kristen woles prof timur barat nama beda sesuai daerah masuk tata ibadah kristen nusantara xfxfxxa,0,0
penasaran proses tulis teknik tulis pei mudah bikin narasideskripsi bajing metode riset aduh weslah pokok,0,1
bodoh dasar noob ramos jijik,1,1
lihat rezim jual aset bangsa lengser jokowi garuda bangkrut,1,0
hadits rasulullah beli makan yahudi hutang tunda gadai perisai,0,0
mari borong borong habis mbantu fakir umat miskin ngakunya ulama borong borong borong,0,0
ktp mayat agama percaya diurusin biarin percaya urus agama hormat biar urus negara negara catat percaya indonesia mgk ratus ribu,0,0
wanita jawa sdh buang tradisi sanggul kebaya lestari wanita tionghoa singapura malaysia pakai kebaya sono pakai anggap anggun,0,0
memblow up jokowi media media tv koran milik china notabene kafir coba cek lapang,1,1
bibit lgbt tumbuh,0,0
calon gubernur sumatera utara nomor urut djarot saiful hidayat membagibagikan uang pilih gubernur wakil gubernur sumatera utara sumutbersih gubernurzamannow djarotsihar sumutpilihdjoss pdiperjua,0,0
antekantek mun nngabut exo,0,0
tolol jijik,1,1
strategi kotor pksncebong udh apal njing,1,1
mahasiswa fkm umi wajib budaya literasi,0,0
dukung nyata najwa kpk dpr bubar,1,0
ekspor cebong,0,1
baliiik titit malam hilang xfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxexxbaxefxbxfxexxbaxefxbxfxexxbaxefxbxfxfxfxxa,0,1
maksud katolik kursus nikah tuju positif dukung,0,0
kampang,1,1
presiden lapor jajar kait kena detail pei infrastru rakyatbrsamajkw,0,0
monyet sedih kandang utan air keliling parah kotoe banget utan gakliatan ntah kmana kaya film rise the planet of the sial nniya danau dkt kandang setia kaya rawa w,0,0
baangg gantipresiden,1,0
catat jurnal teliti agama sosial budaya kena nabinabiafrika bawa jurnal bum jalan teliti anggap seb,0,0
emot nete,0,1
jambore aji ayat penggal kafir ketua icmi,1,0
nsy impor sah tetep antek aseng semangat nnyg impor deh,0,0
islam bodoh bodoh milik ahok debatfinalpilkadajkt,1,1
gaung gaungin kampanye pribumi kuasa kayak whitenationalist poland kampanyein supremasi kulit putih relijiusfasis beda judul tema katolik kulit putih islam pribumi,0,0
mundur simpul bubar kpk,1,0
nyata din syamsuddin pintu masuk pergi ijin didik islam,1,0
aliansi dajjal freemason gaduh sekte indonesia luncur tokoh perpaaian beeriak hina islamxexxa,0,1
gila yah rezim jongos cina,1,1
buka kemunaqikannya,1,0
beli barang kirim barang cacat tukar barang komplain ulas direspon,0,0
basa basi hati gantipresiden,1,0
bani selangkangancabol,1,1
kaji bani jawi bangsa melayu turun nabi ibrahim as isteri nama siti qaturah katurah teulis kitab kitab kuno yahudi katurah maksud kemenyan wangi,0,0
resiko kena pneumonia akibat vape daulat rakyat budaya teliti berita,0,0
block banci asu xfxfxxnkalo main upload screenshot mah banci tolol vnlaki ketemu adu jotos nyinyir upload screenshotan vndasar banci kontol xfxfxxxfxfxxxfxfxx,1,1
teman sd smpnya katolik bagus cerita olimpiade smpn bagus masuk kelas,0,0
puisi sukmawati puisi sang iblis,1,1
alquran teulis kafir kyak wajar silah baca turun,1,1
agenda yahudi hati,0,0
selamat kain maju perempuan indonesia harikaini harikaini,0,0
gaya pengumpylan pki,0,0
kakak sayang sekolah sekolah katolik agama minggu acara agama kak goodluck kakxfxfxxc,0,0
sbyprabowo gantipresiden menang mutlak chopper solo om,1,0
ko jokowiprabowo lahsekarang rayat susahlistrik mahal,1,0
kom menkumham debat uu pemilihan kepala daerah ketok presiden perppu skrg presiden menandatanganinya,0,0
peristiwa prabowo henti tni kabur jordania kasih,1,0
universitas islam rohingya maungdaw bakar teroris budha,1,0
tuntut nista adil kristen islam benci beda tahanpenista,1,0
harmonis tata krama gaul masyakat kampung budaya latar kaminyanyian sea canda canda temankunikmatnya sajaian hidang masakan minum ku,0,0
kenal laika anjing peama orbit bumi,0,0
juli berai ulangtahun ku desember tanggal desember ulangtahun ku pas natal berai ulangtahun ku raya kristen dunia xfxfxxxfxfxxxfxfxx,0,0
dengerin cerita exodus etnis tionghoa dampak pulang pergi keluarga salah indonesia cina lbh nyaman dg tionghoa dr indonesia,0,0
rakyat indonesia jokowi pimpin ri,1,0
human agenda yahudi mhalalkan haram dlm islamkita patut allah rightshak allahjaga hak allah insyaallah pelihara,0,0
sarap udh salah bego buka malu,1,1
anjing polisi polisi anjing keparat,1,1
aniessandi produk saracen kampanye,1,0
katauntukhariini ahoker bodoh tuntut lengser jokowi,1,1
aparat bayar dg uang rakyat kerja rakyat keparat bayar dg uang rakyat kerja ngebacot provokasi rakyat,1,1
detik beahan nyata tsb kitab suci fiksi fiktif dn aidit tantang umat islam juta negeri,1,0
bubar kpk nyata lemah kuat ptun batal ainya bohong ott,1,0
tertawa maki lawan mah drpd tindas pimpin munafik lindung nista agama lain-lain agama no islam taubat rot,1,0
president gantipresiden wajib mohon cerah prof,1,0
agama islam katolik kristen budha desa masjid greja umat katolik greja umat kristen wihara,0,0
agama jalan hidup sembah allah swt tuhan dungu biadab,1,1
syukur tuhan ikan terima menayukuri,0,0
kaya sby hasil korupsi,1,0
berani bilang penjahat kelamin jokowi profesional aseng asing nsmoga sllu sehatpak jokowi,0,0
kopar kapirpreet pretbuktinya junjung uno ngilmu negeri kapir,1,1
iyaaa sas banget kemarin kosanxfxfxxadxfxfxxadxfxfxxad aamiin moga bodong alias bomxfxfxx,0,0
ahok pa rocky anggap nista agama tora pa rocky pa maaf netizen maaf terima proses hukum jalan also netizen,0,0
jokowi suruh mundur,1,0
otak mulut jari sinkron nyata lucu xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx say,0,0
mundur,1,0
malin kundang ahok samasam durhaka asbak iklanahokjahat kampanyeahokjahat,1,1
tum icmi intelektual muslim berani bahas buka muhammad nabi gadungan,1,1
gampang banget edan,0,1
cari sahabat cacat sahabat,0,0
asuog wasite picek jingan,1,1
ah dasar jarang dibelai murah,1,1
debatfinalpilkadajkt mati hok,1,1
mohon cerah etika politik internasional sbg gubernur laku hub bilateral dg negara lainsea relevansi dg tugas amp wajib dki terimakasih,0,0
salah cung bani kacung dungu itusiapapun perintah berbicara sembarangan bijak skrg,1,1
banget kayak ratus puluh ramai kirim tubir adminnya mancing inget debat lgbt pura pura cons eh homophobic beneran hujat sekar,0,0
sdm kuat daya saing aspek dukung tingkat bangun bidang ekonomi bidang sosial budaya,0,0
sebenernya temenan rl rp nnga anjing canda jan nang wkwk gatau bikin bicara ae wkwk,0,1
setan moga mencret minggu beurut lindas truk suhu,1,1
dr isb sklgs testcase jamaah beli saham briskt jamaah ubel bris mikir resiko reputasi pemegangsaham mayoritas amp brniat mngerdilkan pmgang saham minoritas milik kopindo,0,0
insyaallohdiindonesia ganti presiden rakyat negri bahu bahu selesai,0,0
tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang tomohoninternationalflowerfestivalnnim,0,0
